,text,trinary result
1519,     Let's say Los Angeles is hit - obliterated - gone.  Would you be one of those who would prefer it if the US did nothing?  What if London was hit?    And when did we go to war with Iran?,-1
1520,oh i see..right...ok,0
1521,"yeh, lets criticise america. lets not bother to criticise indonesia or saudi arabia. yeh!!!",-1
1522,"     Looks unlikely to me. Syria does not have a strong military force. In case of war, Iran will target the British base in Basra and US bases elsewhere in Iraq using missiles.",-1
1523,"despite concerns???  What can they possibly expect?  It seems those ""Changes"" BHO promised might be coming to pass but they'll probably limit him to one term as a result.",-1
1524,"George Tenet has aired out the dirty drawers of the Bush Administration in his book ""At the Center of the Storm.""  The Ex-CIA Chief takes the blame for the erroneous National Intelligence Estimate in 2002 that was used to justify the Iraq invasion.   ""Remember, when you write an estimate, when you estimate, you're writing what you don't know,"" he said. â€œIn retrospect, we got it wrong partly because the truth was so implausible.""   Tenet reveals the Bush administration had already concluded Iraq was going to face consequences before the estimate was finished in 2002.   He recalls running into Richard Perle at the White House on Sept. 12, 2001. Perle ""said to me, 'Iraq has to pay a price for what happened yesterday, they bear responsibility. I remember thinking to myself as I'm about to go brief the president, 'What the hell is he talking about?""'   He also writes ""There was never a serious debate that I know of within the administration about the imminence of the Iraqi threat.â€? Tenet claims Dick Cheney wanted to ""handpick"" Iraq's leaders after Saddamâ€™s fall and limit the countryâ€™s involvement. This was despite proclaiming publicly that establishing a democratic government was among the reasons for the invasion.   Cheney and Pentagon officials pushed for a ruling coalition that included Ahmed Chalabi, Kurdish leaders and exiled Hussein opponents   ""Rather than risking an open-ended political process that Americans could influence but not control, they wanted to be able to limit the Iraqis' power and handpick those Iraqis who would participate. You had the impression that some Office of the Vice President and DOD reps were writing Chalabi's name over and over again in their notes, like schoolgirls with their first crush,"" Tenet writes.   <a href=""http://news.bbc.co.uk/1/hi/world/americas/6599183.stm"">news.bbc.co.uk/1/hi/...</a> <a href=""http://www.centredaily.com/128/story/83223.html"">www.centredaily.com/...</a> <a href=""http://www.denverpost.com/sportscolumnists/ci_5785691"">www.denverpost.com/s...</a> ",-1
1525,&lt;&lt;&lt;  The date for planned run on banks is April 17 2009 &gt;&gt;&gt;  You mean the 17 th of April 2009 perhaps ?.  ,0
1526,"I notice that schâ€™s comment did not include the number injured in gun massacres in American schools.  I just don't get it. Can't you and the others simply say how utterly horrific it is for kids at schools to hurt anyone instead of throwing entire cultures under the bus? What purpose does that really serve besides the old ""beating ones chest ranting out loud""? ",-1
1527,"Did you happen to check out Georgia cowardly dumps its military hardware""?""  Nope, Grant... Got stucked in reading their forum, very funny.  BTW, speakin of what I`ve seen on other Russian (Russian language) sites recently - ex-military fellas criticizing this latest Georgian adventure for exposing malfunctioning of regular Russian army. They failed some basics, like taking out anti-aircraft georgian fire-power, Russian troop losses too high considering the superiority in numbers over Georgia etc.  If one doesnt speak Russian he/she misses half of the fun Internet can bring!",-1
1528,"Strangely enough, the grandchildren have embraced both cultures, I believe that to be my doing!   ",1
1529,"As far as the Iraqi casualty figure it is a max 61,840 civilian casualties caused by military intervention ..............................................Well, that's OK then. GW Cretin will only face 61,840 murder charges.",-1
1530,"I doubt even Bush's most zealous supporters would agree that his political career was helped along by nepitism - at least to some degree.  The family name was probably helpful in order to get started but after that he had to prove himself, just as they all do. His father only completed one term while the son served two.   ",-1
1531,"     What difference does it make whether the book is a religious tome?  George Bush fervently refers to freedumb and damnocrasy when his marine massacre civilians, perhaps we should ban all of that?  ",-1
1532,"&gt;&gt;Sean, if the location was perfect there wouldn't be a problem would there? Instead it requires a lot of military activity to hold onto it, which strikes me as less than perfect.&lt;&lt;  SO what are you saying, because its not perfect they should give it up?",-1
