12276,  - [ ] Confirm DB migration upgrade and downgrade tested,0
12277,  - [ ] Runtime estimates and downtime expectations provided,0
12278,- [ ] Introduces new feature or API,0
12279,- [ ] Removes existing feature or API,0
12280,COMMENT_INFO,0
12281,codecov[bot],0
12282,2021-08-31T14:59:56Z,0
12283,BEGIN_COMMENT,0
12284,# [Codecov](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) Report,0
12285,> Merging [#16526](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) (18a4767) into [master](https://codecov.io/gh/apache/superset/commit/c5a5cf7db95843b58c4ffa95153fc65ee02ad0d3?el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) (c5a5cf7) will **decrease** coverage by `0.09%`.,-1
12286,> The diff coverage is `n/a`.,0
12287,> :exclamation: Current head 18a4767 differs from pull request most recent head b3870fe. Consider uploading reports for the commit b3870fe to get more accurate results,0
12288,[![Impacted file tree graph](https://codecov.io/gh/apache/superset/pull/16526/graphs/tree.svg?width=650&height=150&src=pr&token=KsB0fHcx6l&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation)](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
12289,```diff,0
12290,@@            Coverage Diff             @@,0
12291,##           master   #16526      +/-   ##,0
12292,==========================================,0
12293,- Coverage   76.71%   76.62%   -0.10%     ,0
12294,==========================================,0
12295,  Files        1002     1002              ,0
12296,  Lines       53784    53784              ,0
12297,  Branches     6859     6859              ,0
12298,==========================================,0
12299,- Hits        41259    41210      -49     ,0
12300,- Misses      12288    12337      +49     ,0
12301,  Partials      237      237              ,0
12302,```,0
12303,| Flag | Coverage Δ | |,0
12304,|---|---|---|,0
12305,| hive | `81.11% <ø> (ø)` | |,0
12306,| mysql | `81.49% <ø> (-0.04%)` | :arrow_down: |,0
12307,| postgres | `81.55% <ø> (ø)` | |,0
12308,| presto | `?` | |,0
12309,| python | `81.89% <ø> (-0.18%)` | :arrow_down: |,0
12310,| sqlite | `?` | |,0
12311,Flags with carried forward coverage won't be shown. [Click here](https://docs.codecov.io/docs/carryforward-flags?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#carryforward-flags-in-the-pull-request-comment) to find out more.,0
12312,| [Impacted Files](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) | Coverage Δ | |,0
12313,|---|---|---|,0
12314,| [superset/db\_engine\_specs/presto.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvZGJfZW5naW5lX3NwZWNzL3ByZXN0by5weQ==) | `84.51% <0.00%> (-5.86%)` | :arrow_down: |,0
12315,| [superset/db\_engine\_specs/sqlite.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvZGJfZW5naW5lX3NwZWNzL3NxbGl0ZS5weQ==) | `91.89% <0.00%> (-5.41%)` | :arrow_down: |,0
12316,| [superset/connectors/sqla/utils.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvY29ubmVjdG9ycy9zcWxhL3V0aWxzLnB5) | `88.23% <0.00%> (-3.93%)` | :arrow_down: |,0
12317,| [superset/utils/celery.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvdXRpbHMvY2VsZXJ5LnB5) | `86.20% <0.00%> (-3.45%)` | :arrow_down: |,0
12318,| [superset/result\_set.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvcmVzdWx0X3NldC5weQ==) | `96.77% <0.00%> (-1.62%)` | :arrow_down: |,0
12319,| [superset/connectors/sqla/models.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvY29ubmVjdG9ycy9zcWxhL21vZGVscy5weQ==) | `88.28% <0.00%> (-1.43%)` | :arrow_down: |,0
12320,| [superset/utils/cache.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvdXRpbHMvY2FjaGUucHk=) | `73.58% <0.00%> (-0.95%)` | :arrow_down: |,1
12321,| [superset/models/core.py](https://codecov.io/gh/apache/superset/pull/16526/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvbW9kZWxzL2NvcmUucHk=) | `89.14% <0.00%> (-0.26%)` | :arrow_down: |,1
12322,------,0
12323,[Continue to review full report at Codecov](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
12324,> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
12325,"> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`",0
12326,> Powered by [Codecov](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=footer&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Last update [c5a5cf7...b3870fe](https://codecov.io/gh/apache/superset/pull/16526?src=pr&el=lastupdated&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
12327,ISSUE_INFO,0
12328,superset,0
12329,v1.3,0
12330,16536,0
12331,eschutho,0
12332,2021-09-01T00:31:25Z,0
12333,2021-09-07T16:38:46Z,0
12334,pull_request,0
12335,"size/M,preset-io,v1.3,preset:2021.36,",0
12336,BEGIN_ISSUE,0
12337,### SUMMARY,0
12338,"Users were seeing some instances of the cursor being jumpy in the sql lab params editor. There was a similar issue recently in the sql lab editor, so I applied a similar solution whereby we dispatch the update before calling the api request.",-1
12339,### BEFORE/AFTER SCREENSHOTS OR ANIMATED GIF,0
12340,### TESTING INSTRUCTIONS,0
12341,Open up the parameters modal in sql lab and it shouldn't be jumpy when you type.,-1
12342,### ADDITIONAL INFORMATION,0
12343,"<!--- Check any relevant boxes with ""x"" -->",1
12344,"<!--- HINT: Include ""Fixes #nnn"" if you are fixing an existing issue -->",1
12345,- [ ] Has associated issue:,0
12346,- [ ] Required feature flags:,0
12347,- [ ] Changes UI,0
12348,- [ ] Includes DB Migration (follow approval process in [SIP-59](https://github.com/apache/superset/issues/13351)),0
12349,"  - [ ] Migration is atomic, supports rollback & is backwards-compatible",1
12350,  - [ ] Confirm DB migration upgrade and downgrade tested,0
12351,  - [ ] Runtime estimates and downtime expectations provided,0
12352,- [ ] Introduces new feature or API,0
12353,- [ ] Removes existing feature or API,0
12354,COMMENT_INFO,0
12355,codecov[bot],0
12356,2021-09-01T00:31:25Z,0
12357,BEGIN_COMMENT,0
12358,# [Codecov](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=h1&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) Report,0
12359,> Merging [#16536](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) (fa9b9e1) into [master](https://codecov.io/gh/apache/superset/commit/e024f8c7d6251f4bfd4a6c5c2d23b1e3b2341e2a?el=desc&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) (e024f8c) will **decrease** coverage by `0.00%`.,-1
12360,> The diff coverage is `62.33%`.,0
12361,> :exclamation: Current head fa9b9e1 differs from pull request most recent head 681c4b4. Consider uploading reports for the commit 681c4b4 to get more accurate results,0
12362,[![Impacted file tree graph](https://codecov.io/gh/apache/superset/pull/16536/graphs/tree.svg?width=650&height=150&src=pr&token=KsB0fHcx6l&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation)](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
12363,```diff,0
12364,@@            Coverage Diff             @@,0
12365,##           master   #16536      +/-   ##,0
12366,==========================================,0
12367,- Coverage   76.71%   76.71%   -0.01%     ,0
12368,==========================================,0
12369,  Files        1002     1002              ,0
12370,  Lines       53798    53823      +25     ,0
12371,  Branches     6859     7287     +428     ,0
12372,==========================================,0
12373,+ Hits        41273    41292      +19     ,0
12374,- Misses      12288    12291       +3     ,0
12375,- Partials      237      240       +3     ,0
12376,```,0
12377,| Flag | Coverage Δ | |,0
12378,|---|---|---|,0
12379,| javascript | `70.99% <37.83%> (-0.01%)` | :arrow_down: |,0
12380,Flags with carried forward coverage won't be shown. [Click here](https://docs.codecov.io/docs/carryforward-flags?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#carryforward-flags-in-the-pull-request-comment) to find out more.,0
12381,| [Impacted Files](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) | Coverage Δ | |,0
12382,|---|---|---|,0
12383,| [...ols/DndColumnSelectControl/utils/optionSelector.ts](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2V4cGxvcmUvY29tcG9uZW50cy9jb250cm9scy9EbmRDb2x1bW5TZWxlY3RDb250cm9sL3V0aWxzL29wdGlvblNlbGVjdG9yLnRz) | `46.15% <0.00%> (ø)` | |,0
12384,| [.../CRUD/data/database/DatabaseModal/ExtraOptions.tsx](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL3ZpZXdzL0NSVUQvZGF0YS9kYXRhYmFzZS9EYXRhYmFzZU1vZGFsL0V4dHJhT3B0aW9ucy50c3g=) | `93.18% <ø> (ø)` | |,1
12385,| [superset-frontend/src/components/Select/Select.tsx](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL2NvbXBvbmVudHMvU2VsZWN0L1NlbGVjdC50c3g=) | `72.45% <36.36%> (-0.97%)` | :arrow_down: |,1
12386,| [superset-frontend/src/SqlLab/actions/sqlLab.js](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL1NxbExhYi9hY3Rpb25zL3NxbExhYi5qcw==) | `59.01% <66.66%> (ø)` | |,0
12387,| [superset/views/utils.py](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvdmlld3MvdXRpbHMucHk=) | `83.57% <77.77%> (+0.24%)` | :arrow_up: |,1
12388,| [superset/jinja\_context.py](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvamluamFfY29udGV4dC5weQ==) | `89.36% <100.00%> (ø)` | |,0
12389,| [superset/tasks/async\_queries.py](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvdGFza3MvYXN5bmNfcXVlcmllcy5weQ==) | `96.96% <100.00%> (+0.19%)` | :arrow_up: |,0
12390,| [superset/views/core.py](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQvdmlld3MvY29yZS5weQ==) | `75.59% <100.00%> (+0.05%)` | :arrow_up: |,0
12391,| [superset-frontend/src/views/CRUD/hooks.ts](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL3ZpZXdzL0NSVUQvaG9va3MudHM=) | `46.98% <0.00%> (ø)` | |,1
12392,| [...end/src/SqlLab/components/RunQueryActionButton.tsx](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation#diff-c3VwZXJzZXQtZnJvbnRlbmQvc3JjL1NxbExhYi9jb21wb25lbnRzL1J1blF1ZXJ5QWN0aW9uQnV0dG9uLnRzeA==) | `65.11% <0.00%> (ø)` | |,0
12393,| ... and [1 more](https://codecov.io/gh/apache/superset/pull/16536/diff?src=pr&el=tree-more&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation) | |,0
12394,------,0
12395,[Continue to review full report at Codecov](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=continue&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
12396,> **Legend** - [Click here to learn more](https://docs.codecov.io/docs/codecov-delta?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation),0
12397,"> `Δ = absolute <relative> (impact)`, `ø = not affected`, `? = missing data`",0
12398,> Powered by [Codecov](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=footer&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Last update [e024f8c...681c4b4](https://codecov.io/gh/apache/superset/pull/16536?src=pr&el=lastupdated&utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation). Read the [comment docs](https://docs.codecov.io/docs/pull-request-comments?utm_medium=referral&utm_source=github&utm_content=comment&utm_campaign=pr+comments&utm_term=The+Apache+Software+Foundation).,0
12399,ISSUE_INFO,0
12400,superset,0
12401,v1.3,0
12402,16543,0
12403,intgr,0
12404,2021-09-01T11:51:42Z,0
12405,2023-04-05T22:46:58Z,0
12406,not_pull_request,0
12407,"#bug,v1.3,",-1
12408,BEGIN_ISSUE,0
12409,"When creating a chart and adding multiple ""custom SQL"" metrics, the frontend seems to truncate them to generate the label. If this truncated label is not unique, then only one of the several metrics will be displayed.",0
12410,I frequently create multiple metrics like:,1
12411,```sql,0
12412,SUM(vaccinations) FILTER (WHERE agegroup<=17),0
12413,SUM(vaccinations) FILTER (WHERE agegroup BETWEEN 18 AND 39),0
12414,SUM(vaccinations) FILTER (WHERE agegroup BETWEEN 40 AND 59),0
12415,SUM(vaccinations) FILTER (WHERE agegroup>=60),0
12416,```,0
12417,All of these will have the same generated label `SUM(vaccinations) FILTER (WHERE agegroup...`,0
12418,### Workaround,0
12419,"Manually adding distinct labels solves this issue. That's a good idea in any case, but a bit extra work when prototyping.",1
