ID,Text,trinary result,source
1262," aw , he had to get off the phone *sigh* oh well. time to go masturbate now &gt;_&gt; Or call adam..idk. Goodnight.",0,Twiiter_dataSet_Sentiment140
1263, aw my loopt didn't upload the pic. I wanted 2 show u guys the art.,0,Twiiter_dataSet_Sentiment140
1264, awesome,1,Twiiter_dataSet_Sentiment140
1265, awesome day! soooooooooooooo happy &lt;3,1,Twiiter_dataSet_Sentiment140
1266," awesome! Man, I miss you. I woke up thinking about you....it looks like you've been in my dreams!",1,Twiiter_dataSet_Sentiment140
1267, Awesome. &lt;3 TEDDY! &lt;3,1,Twiiter_dataSet_Sentiment140
1268, aww dont make me blush!,1,Twiiter_dataSet_Sentiment140
1269, aww i already did,0,Twiiter_dataSet_Sentiment140
1270, aww I just saw a decapitated baby dear on the side of the road that made me sad.,-1,Twiiter_dataSet_Sentiment140
1271, awww i hope u can get it.,1,Twiiter_dataSet_Sentiment140
1272, awww man. This suckd,0,Twiiter_dataSet_Sentiment140
1273, Baby strampelt fast im Takt (New Soul - Yael Naim),1,Twiiter_dataSet_Sentiment140
1274, back from native...,0,Twiiter_dataSet_Sentiment140
1275," back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV ",1,Twiiter_dataSet_Sentiment140
1276, back pain again!! calls for another therapy (annoyed) http://plurk.com/p/13c7l9,-1,Twiiter_dataSet_Sentiment140
1277, back to sch tmr,0,Twiiter_dataSet_Sentiment140
1278, Back to school on Monday...Well I did get an iPod Touch. @shmuxel + @randomized180 See yah tomorrow then I guess ,0,Twiiter_dataSet_Sentiment140
1279, bad day,-1,Twiiter_dataSet_Sentiment140
1280, bad day already,-1,Twiiter_dataSet_Sentiment140
1281, bad headache,-1,Twiiter_dataSet_Sentiment140
1282, bad mood. work soon. 9 hour shift wtf. sometimes i wish i had an another job.,-1,Twiiter_dataSet_Sentiment140
1283, bad night bad times i hate the police and alcohol. and btw katie cw scores are added on they mean very little.,-1,Twiiter_dataSet_Sentiment140
1284," bah, I'm getting a bit sick of people whining on the internet.",-1,Twiiter_dataSet_Sentiment140
1285, bandom has spoiled me rotten and now I'm feeling very emo. WHY SO FEW GOOD FRUITS BASKET FICS WHY.,-1,Twiiter_dataSet_Sentiment140
1286," battery is low boooooooo in Palm Springs, CA http://loopt.us/2SljBw.t",-1,Twiiter_dataSet_Sentiment140
1287, hope you all are having a good day/night.............. :-D,1,Twiiter_dataSet_Sentiment140
1288, hoping that the 3rd time is lucky and my Formal photos can up load on facebook without a crash.,1,Twiiter_dataSet_Sentiment140
1289, How 2 get OCDer 2 eat more than 1-2 meals a day? We could take him off meds &amp; watch him slowly fall apart again but he'd eat like a horse,1,Twiiter_dataSet_Sentiment140
1290, how can someone hurt someone soo much ........aspecially to family!!!!,-1,Twiiter_dataSet_Sentiment140
1291, how horrible  R.I.P Georgia Theater,-1,Twiiter_dataSet_Sentiment140
1292, HOW is this possible? I demand a justification. No way can I stand a day of this at work tomorrow.,0,Twiiter_dataSet_Sentiment140
1293, how much longer is this going to go on?,0,Twiiter_dataSet_Sentiment140
1294, how much rain can we take?,0,Twiiter_dataSet_Sentiment140
1295, http://bit.ly/t8sGF  I hope she starts taking care of herself &lt;3,1,Twiiter_dataSet_Sentiment140
1296, http://img207.imageshack.us/my.php?image=wpcl10670s.jpg her songs are so perfect.,1,Twiiter_dataSet_Sentiment140
1297, http://tinyurl.com/llb9vf Poor boy was autistic &amp; loved water. Wish I could say he died with what he loved. But drowning's awful. ,-1,Twiiter_dataSet_Sentiment140
1298, hurt my foot whilst doin exercise.... I got cramp and now it hurts if it has too much pressure on it...,-1,Twiiter_dataSet_Sentiment140
1299, i actually do nat like my life at times like this  want to actually jst go and throw myself off a bridge.,1,Twiiter_dataSet_Sentiment140
1300, i agree @OasisStasis,0,Twiiter_dataSet_Sentiment140
1301, i am back,0,Twiiter_dataSet_Sentiment140
1302," I AM BORED, and ew. My dog just killed an insect!",-1,Twiiter_dataSet_Sentiment140
1303, i am crying you all a river...,-1,Twiiter_dataSet_Sentiment140
1304, I am falling in love with Stockington - such a witty wise meow meow!! ^^,1,Twiiter_dataSet_Sentiment140
1305, i am musical today!,1,Twiiter_dataSet_Sentiment140
1306, I am not awake yet and I don't get to workout until this afternoon because I have to go to the Nashville airport.,0,Twiiter_dataSet_Sentiment140
1307," i am so sick of this. i have chest pains, stomach pains, sickness and im exhausted :'( y cant they make me better?",-1,Twiiter_dataSet_Sentiment140
1308, i am very happy today! and i don't why?      ,1,Twiiter_dataSet_Sentiment140
1309, I ate too much. Now I can't sleep because I feel sick...and there are a lot of sirens.,-1,Twiiter_dataSet_Sentiment140
1310, i beat you video on youtube,0,Twiiter_dataSet_Sentiment140
1311,"- I can almost hear my wallet saying &quot;I'm here, I'm here!&quot;... but I can't find her!  ",1,Twiiter_dataSet_Sentiment140
1312, I can already tell that it's going to be one of *those* days...,0,Twiiter_dataSet_Sentiment140
1313, I can find my eye shadow pursh!! :'(,-1,Twiiter_dataSet_Sentiment140
1314, I can't deal with this again...,0,Twiiter_dataSet_Sentiment140
1315,- I can't find my name badge ,0,Twiiter_dataSet_Sentiment140
1316, i cant get kristen srewart to add me lol she prob  thinks im a stalker lol,1,Twiiter_dataSet_Sentiment140
1317, I can't get my new picture to show up,0,Twiiter_dataSet_Sentiment140
1318, i can't go. too much to do.,0,Twiiter_dataSet_Sentiment140
1319, I can't hear a damn word that TBS is singing ,-1,Twiiter_dataSet_Sentiment140
1320, I cant make it today,0,Twiiter_dataSet_Sentiment140
1321, I Cant Stand Ma Brother He Got The New Jordans I Want... *tear*,-1,Twiiter_dataSet_Sentiment140
1322, I can't wait til my lil man is here...11 more weeks!,1,Twiiter_dataSet_Sentiment140
1323, i can't wait to go home and watch danny phantom! While talking to stephen ,1,Twiiter_dataSet_Sentiment140
1324, I can't wait to go to Las Vegas! 20 more days! OMG!,1,Twiiter_dataSet_Sentiment140
1325, I Cant wait to watch britians got talent !!!!!! I dont like holly :O,1,Twiiter_dataSet_Sentiment140
1326,#NAME?,0,Twiiter_dataSet_Sentiment140
1327," I did not get to see Beth, Rachel or Ginny today.... I'll see them tomorrow.",0,Twiiter_dataSet_Sentiment140
1328, i didnt get head boy. Oh well...x,1,Twiiter_dataSet_Sentiment140
1329," i didn't get to cook, instead had dogs... it was ok, i guess. kinda tired but not sleepy :-s btw i so &lt;3 my new book lol",-1,Twiiter_dataSet_Sentiment140
1330, I dislike myself right now. Maybe A Letter To You will help a bit. Gonna lay down : /,-1,Twiiter_dataSet_Sentiment140
1331, AM meetings suck!!,-1,Twiiter_dataSet_Sentiment140
1332, am so upset but i wont tell you!,-1,Twiiter_dataSet_Sentiment140
1333, am suddenly v. v. sad and tired. :\ also - can anyone think of great hero anthems? counterpart to heroine's: http://snurl.com/kixxt,-1,Twiiter_dataSet_Sentiment140
1334, amazing people ---&gt;  @geogurl @christophermc @feiticeira @bittersweetm #followfriday,1,Twiiter_dataSet_Sentiment140
1335, An online number lets family and friends call you at local rates wherever you are in the world. Loving Skype http://is.gd/tsgM,1,Twiiter_dataSet_Sentiment140
1336, And I have to get going #MCRchat,0,Twiiter_dataSet_Sentiment140
1337, And so it begins again... I'll be at Subway if you need me. Sigh sigh sigh.,0,Twiiter_dataSet_Sentiment140
1338,- Animal Crossing crashed on me after 50 minutes of work.  At least I still have my silver shovel.,0,Twiiter_dataSet_Sentiment140
1339, another day of running!! ......Today is fresh to death Friday (everyday is fresh to death Friday 4 me) Ha Ha lol!!!!,-1,Twiiter_dataSet_Sentiment140
1340, Another eye infection. My left eye is contaminated I swear. I get eye infections every month haha.,-1,Twiiter_dataSet_Sentiment140
1341, another one... and ill expect more to come... way to go dy... aarrrrggghhhhh!,1,Twiiter_dataSet_Sentiment140
1342, another Saturday without MO. Glad Rachel is coming over!,1,Twiiter_dataSet_Sentiment140
1343, ants are evil!,-1,Twiiter_dataSet_Sentiment140
1344,"- Anyone else on Dropshots? My id is katjrobertson  It's password protected tho, so u'll have 2 ask me. http://dropshots.com/katjrobertson",0,Twiiter_dataSet_Sentiment140
1345, apparently going to rain. Please Don't rain. stay sunny. please  x,1,Twiiter_dataSet_Sentiment140
1346, APPARENTLY YOU ONLY NEED LIKE 10 LINES ON THE LAST QUESTION! I DID A WHOLE PAGE! UGGGGGGGHHHH,1,Twiiter_dataSet_Sentiment140
1347, arghhhhhhhhhhhhhhh,-1,Twiiter_dataSet_Sentiment140
1348, Arizona Real Estate Specialist - View ALL HOMES for sale in arizona on my website FREE http://www.nicholasmcconnell.com Coldwell Banker,0,Twiiter_dataSet_Sentiment140
1349, as my old comp duied on me 2 weeks ago ... but not to fear i will find a way to post up music no matter what,-1,Twiiter_dataSet_Sentiment140
1350,- At a cabaret with my family; I love them!! .. In my comfort zone ,1,Twiiter_dataSet_Sentiment140
1351, at Atl's trance scene.,0,Twiiter_dataSet_Sentiment140
1352,- at home eating mcdonalds cinnamelts &amp;&amp; a oreo frosty. ,0,Twiiter_dataSet_Sentiment140
1353, at Katy Perry delaying her Birmingham gig for nearly 3 months.,0,Twiiter_dataSet_Sentiment140
1354, At least today is ok.,0,Twiiter_dataSet_Sentiment140
1355,#NAME?,1,Twiiter_dataSet_Sentiment140
1356, at the doctors. -Ian,0,Twiiter_dataSet_Sentiment140
1357," at the hosp, waiting on my taxi. Been waitin over 30 mins now. Can't believe i'm crying :/",-1,Twiiter_dataSet_Sentiment140
1358, at the manila right now.,0,Twiiter_dataSet_Sentiment140
1359, at when Pac got shot in vegas,-1,Twiiter_dataSet_Sentiment140
1360, at work,0,Twiiter_dataSet_Sentiment140
1361, at work... *tears*,-1,Twiiter_dataSet_Sentiment140
1362, aw damn somebody hit tiffany on nxt weeks episode or somethin?? Hellllllll no I'm def watchin nxt week lol,-1,Twiiter_dataSet_Sentiment140
1363, aw i hate my heart sooo soo much. but it's ok.,-1,Twiiter_dataSet_Sentiment140
1364,#NAME?,0,Twiiter_dataSet_Sentiment140
1365," awwe it's over. But for shuch a short storm we had it all, thunder, lightning, wind, a little bit of rain, &amp; a  brief blackout. More!",-1,Twiiter_dataSet_Sentiment140
1366, Awww cmon moodswings..,0,Twiiter_dataSet_Sentiment140
1367, babe i miss you! How was wet n' wild?,1,Twiiter_dataSet_Sentiment140
1368, baby ethans leaving for the PI tomorrow.,1,Twiiter_dataSet_Sentiment140
1369, baby. I'm so sorry your back hurts. Maybe when you come here i can oil you up and rub you down ;),-1,Twiiter_dataSet_Sentiment140
1370, back freakin hurts.,-1,Twiiter_dataSet_Sentiment140
1371, back from shower.,0,Twiiter_dataSet_Sentiment140
1372, back to college for me now havnt had any sleep very tierd! hope its nice and sunny 2day,1,Twiiter_dataSet_Sentiment140
1373, back to hotel. time to start work ,0,Twiiter_dataSet_Sentiment140
1374, back to maths. i wish i could stab it. but at least i have another red bull ,0,Twiiter_dataSet_Sentiment140
1375, BB is on again soon..... ARGH!!,-1,Twiiter_dataSet_Sentiment140
1376, BBL ppl ~ have to go to school~,0,Twiiter_dataSet_Sentiment140
1377, being grounded sucks,-1,Twiiter_dataSet_Sentiment140
1378, belllly ache.,-1,Twiiter_dataSet_Sentiment140
1379, bestee went to get pamperd wit out me (sike) she invited me but me not in the mood. i still &lt;3 her tho!!!!,1,Twiiter_dataSet_Sentiment140
1380,#NAME?,-1,Twiiter_dataSet_Sentiment140
1381, Bethenny Frankel Starred In Hollywood Hills 90028 http://tinyurl.com/qytxx4,0,Twiiter_dataSet_Sentiment140
1382, big giant fail on my part this morning.,-1,Twiiter_dataSet_Sentiment140
1383, bit disapponted with new DM album. Hope it's a grower.,1,Twiiter_dataSet_Sentiment140
1384," blah, my legs still hurt.. stupid steven. XD",-1,Twiiter_dataSet_Sentiment140
1385, blonde moment @Sammy_Bunny  thihi,0,Twiiter_dataSet_Sentiment140
1386," Blonde moment, apparently i booked the tickets for tomorrow not today. Hm...oh well till tomorrow.",0,Twiiter_dataSet_Sentiment140
1387, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,0,Twiiter_dataSet_Sentiment140
1388, body shop 2morrow. Side veiw mirror is still MIA. SMH at $400 price tag.,0,Twiiter_dataSet_Sentiment140
1389, BOO. I always miss the good stuff!,1,Twiiter_dataSet_Sentiment140
1390, boooo! My iPhone is dying!,-1,Twiiter_dataSet_Sentiment140
1391,#NAME?,-1,Twiiter_dataSet_Sentiment140
1392, bored in work! Bleeehhh just had chilli for lunch,-1,Twiiter_dataSet_Sentiment140
1393, bored&amp;&amp;my foot is killing me. hopefully I can still go to sandhills this weekend!!making my RAMEN N00DLES so I can take my medicine. brb,-1,Twiiter_dataSet_Sentiment140
1394, bored..i've sat inside this house the past 2 days...sucky,-1,Twiiter_dataSet_Sentiment140
1395, bored..yo!,-1,Twiiter_dataSet_Sentiment140
1396, boring.. wait! i will comment on my friend in FS frst! ;,1,Twiiter_dataSet_Sentiment140
1397, bout to leave NY bak to CT--damn I been comin out here err day this week! Lol smh jus makin quik stops handlin bizzz,-1,Twiiter_dataSet_Sentiment140
1398, bout to party in a tent ,0,Twiiter_dataSet_Sentiment140
1399," Boys are stupid, clingy puppies who need to be kicked sometimes",-1,Twiiter_dataSet_Sentiment140
1400,"' Brokeback Mountain'is so beautiful, and so amazing, and so freaking sad.",-1,Twiiter_dataSet_Sentiment140
1401, broken again -.-,-1,Twiiter_dataSet_Sentiment140
1402, broken bones suck,-1,Twiiter_dataSet_Sentiment140
1403, broken hearts will heal with time...,-1,Twiiter_dataSet_Sentiment140
1404," Bron It's okay, next year",0,Twiiter_dataSet_Sentiment140
1405, brooklyn bridge for the first time ever. yay life =D,1,Twiiter_dataSet_Sentiment140
1406, brug says swine flu reached manila. Now the I don't have a reason for the JB to come here as refuge from h1n1!!! (,1,Twiiter_dataSet_Sentiment140
1407, bummer. .. what happened to wednesday nights??,0,Twiiter_dataSet_Sentiment140
1408, Bus only just arrived. was sposed to be here 25 mins ago. Cant wait till i can drive again so i dnt have to rely on busses.,0,Twiiter_dataSet_Sentiment140
1409," But caught Bullet Boys, Trixter (Pete was great), LA Guns AND Kix (who stole the show). Hung out backstage like a real rock and roller.",1,Twiiter_dataSet_Sentiment140
1410, but i  love that show @ohai_audrey ...,1,Twiiter_dataSet_Sentiment140
1411," but idk, he like doesn't even want to be my friend,? Cause i'm trippin? Idk. It's his fault. And i can't handle it. Ughh. I Wanna Move!",-1,Twiiter_dataSet_Sentiment140
1412, but not with Karen anymore,0,Twiiter_dataSet_Sentiment140
1413, But pretty good acting for 4 year old. I was impressed.,1,Twiiter_dataSet_Sentiment140
1414,#NAME?,0,Twiiter_dataSet_Sentiment140
1415, but why not? @kathrynYO,0,Twiiter_dataSet_Sentiment140
1416, but youre taking steps to change it!,1,Twiiter_dataSet_Sentiment140
1417, bye baby. up next= one way ticket to hawaii. weird.,-1,Twiiter_dataSet_Sentiment140
1418, byee guysss,1,Twiiter_dataSet_Sentiment140
1419, calculus exam,0,Twiiter_dataSet_Sentiment140
1420," I dnt knw, i feel lke i shuld try.",0,Twiiter_dataSet_Sentiment140
1421, i dnt want it! Just revenge.,1,Twiiter_dataSet_Sentiment140
1422, i don't feel good. I want some partyrings &amp;&amp; starbucks,1,Twiiter_dataSet_Sentiment140
1423, i dont fell happy right now ,1,Twiiter_dataSet_Sentiment140
1424, i dont know wer we went wrong,-1,Twiiter_dataSet_Sentiment140
1425, i don't know what to put.,0,Twiiter_dataSet_Sentiment140
1426, i don't know why but i'm really sad and worried at the moment.,-1,Twiiter_dataSet_Sentiment140
1427, I DON'T KNOW WHY I CAN'T DM FROM MY PHONE. THIS SUCK.,-1,Twiiter_dataSet_Sentiment140
1428, i don't know why i'm sad and worried at the moment. i really don't know.,-1,Twiiter_dataSet_Sentiment140
1429, i don't like crying.,-1,Twiiter_dataSet_Sentiment140
1430, I don't think my dog is gonna make it past the night ,0,Twiiter_dataSet_Sentiment140
1431, i dont think yoru there... bummma,0,Twiiter_dataSet_Sentiment140
1432, I don't wanna be at work right now. I'm sooo tired and a smidge hungover,-1,Twiiter_dataSet_Sentiment140
1433, I don't wanna be sick,-1,Twiiter_dataSet_Sentiment140
1434, i dont wanna do this im gunna cry,-1,Twiiter_dataSet_Sentiment140
